Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
1069073663570399232,"""Demonetisation was a massive, draconian, monetary shock"" : Arvind Subramanian 
Why didn't he advise Modi to cancel it at that time?
 #DemonetisationDisaster 
 https://t.co/MAUrQZgflh",AS,ashson09,Sun Dec 02 03:39:58 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069073776099373056,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Bhavik,bhavik171,Sun Dec 02 03:40:25 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069074092987424768,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Ved Prakash Singh,VedpSingh_vps,Sun Dec 02 03:41:40 +0000 2018,0,0,English,Twitter Web Client,Retweet,Photo,0,1,1
1069074095717793792,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Pawan Yadav (Rewari),pawanjhawat,Sun Dec 02 03:41:41 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069074318192193536,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Hafees Raja Mattakompanal,mrhafees,Sun Dec 02 03:42:34 +0000 2018,0,0,English,Twitter Lite,Retweet,Photo,0,1,1
1069075205576810496,"Today after a long time was missing old currency notes.

Appearance, paper, printing quality above all the DIGNITY of old Rs. 1000/500 notes is way way ahead of Rs. 2000/500 notes.

Purani notes ki apni ek shaan the jo nayi notes ki he hi nahi.

#DemonetisationDisaster https://t.co/tvQJKKaSCZ",Manoj Mehta,ManojMehtamm,Sun Dec 02 03:46:06 +0000 2018,0,0,English,Twitter for iPhone,Retweet,Photo,0,1,0
1069075380957437952,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",??????Anita singh??,Baisaaa,Sun Dec 02 03:46:47 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069075562679783424,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Syncretic,3rd_Handle,Sun Dec 02 03:47:31 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069077103973412864,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Lallan Prasad. INC??,LallanPr,Sun Dec 02 03:53:38 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069077918280806400,"????? ?????? ?? ??? ??? ?? , ?? ??? ????, ?? ?? ?? ??? ??? ? ??? ???? ?? ??? ?? ?????? ??????, ???? ?? ?? ??? ???? ?????? ??? 
??? ?????? ???? ??? ?????? ???! #DemonetisationDisaster https://t.co/l7rYzeUzIE",Samir Ali,SamirAl59728653,Sun Dec 02 03:56:52 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Video,0,1,0
1069077937176100865,"Shraddhanjali
#DemonetisationDisaster https://t.co/tKuLznighm",Samir Ali,SamirAl59728653,Sun Dec 02 03:56:57 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Video,0,1,0
1069079935665336320,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Jitu Mehta,jitu70069205,Sun Dec 02 04:04:53 +0000 2018,0,0,English,Twitter for iPhone,Retweet,Photo,0,1,1
1069080586273390592,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,uttam sengupta,chatukhor,Sun Dec 02 04:07:28 +0000 2018,0,0,English,Twitter Web Client,Retweet,Photo,0,1,1
1069080725943549952,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,PB,bothrapawan53,Sun Dec 02 04:08:02 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069081292942266368,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Sudarshan,Sudarsh78723004,Sun Dec 02 04:10:17 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069081317600456706,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Sapna,Sap319,Sun Dec 02 04:10:23 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069081937241755648,?? ?? ????? ?????? ??????? ?????? ?????????? ?? ?? ?? ???? ?? ?? ???? ????? ??? ??? ??????? ?? ??? ?? ??? ???? ?? ???#DemonetisationDisaster #aainadikhao https://t.co/HcTQP4pss0,Saikat Das,Saikatdasinc95,Sun Dec 02 04:12:51 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,2,0
1069081944523071488,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Karthik,KarthikVariar,Sun Dec 02 04:12:52 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069082704560324608,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Akhil Varghese,AkhilVargheseK,Sun Dec 02 04:15:54 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069082760176750594,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Thomas,heartindian_,Sun Dec 02 04:16:07 +0000 2018,0,0,English,Twitter Web Client,Retweet,,1,1,0
1069083176436289536,"?????? ?? ?? ???????? ?? ????? ????????? ???? ???? ??, ?? ?? ???? ?? ?? ???? ?? ??? ????? ???? ?? ???? ?? ?????? ?? ??? ??? ??? ??????? ?? ???? ??? ?? ??? ???? ?? ?? ?? ?? ???? ???? ??? ? ??? ????
@ArvindKejriwal
@AamAadmiParty 
#DemonetisationDisaster",HTweets,hmahnot,Sun Dec 02 04:17:46 +0000 2018,0,0,Hindi,Twitter for Android,Tweet,,0,1,2
1069083947601059840,"""Time To Punish Modi For Demonetisation Fiasco"" - Yashwant Sinha

Yes we have to punish him in the upcoming elections 

#DemonetisationDisaster 

https://t.co/ZCuMRjQeu5",Veneesa Carmel???? #RebuildingKerala,VenesaHermijil,Sun Dec 02 04:20:50 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069084971791409152,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",faisyl,faisyl,Sun Dec 02 04:24:54 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069085170546982912,"#modi ne Desh k kitne paise barbad kiye ?
#DemonetisationDisaster #GST #bandbajatamashe me Aiyashi mei
kitne paise LOOTE or kitne paise lootaye
Jo SwissBank me jama kiye woh hisab bhii BHARAT lenga
bhag mat Jana #modi jhole ki security checking baaki hai https://t.co/dtpYD50LyQ",??,Arrtteemis,Sun Dec 02 04:25:41 +0000 2018,0,1,Hindi,Twitter for Android,Tweet,,1,5,0
1069085650807271424,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,pala hanmi reddy,hanmireddy,Sun Dec 02 04:27:36 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069086817159274497,"Today after a long time was missing old currency notes.

Appearance, paper, printing quality above all the DIGNITY of old Rs. 1000/500 notes is way way ahead of Rs. 2000/500 notes.

Purani notes ki apni ek shaan the jo nayi notes ki he hi nahi.

#DemonetisationDisaster https://t.co/tvQJKKaSCZ",Mohammed shuhail,pink_lungi,Sun Dec 02 04:32:14 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,0
1069086993806573568,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Moin,moin2_k,Sun Dec 02 04:32:56 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069088185295065089,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Kallol Bhattacherjee,janusmyth,Sun Dec 02 04:37:40 +0000 2018,0,0,English,Twitter Web Client,Retweet,Photo,0,1,1
1069089274211917824,"""Demonetisation helped convert up to Rs 4 lakh crore of black money into white"" : P Chidambaram 
#DemonetisationDisaster 
https://t.co/GwoP7ROUKP",AIPC Kochi,AipcKochi,Sun Dec 02 04:42:00 +0000 2018,7,7,English,TweetDeck,Tweet,,1,1,0
1069090253456035840,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Dipankar,Dipankar_cpiml,Sun Dec 02 04:45:53 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069090800288567296,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Ineedtoknowthis #terra incognito,Rashminoclgenam,Sun Dec 02 04:48:04 +0000 2018,0,0,English,Twitter Lite,Retweet,Photo,0,1,1
1069090823097196546,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Nandkumar Latne,nglatne,Sun Dec 02 04:48:09 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069091162634493952,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Kiran,swaroop_kiran,Sun Dec 02 04:49:30 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069091330448592896,Rt Dipanker RT autumnshade: Chief Election Commissioner on #DemonetisationDisaster to KhurafatiChopra https://t.co/PWHFfgWO0X,Kanwaljeet singh,kanwaljeetcpiml,Sun Dec 02 04:50:10 +0000 2018,0,0,English,IFTTT,Tweet,Photo,0,1,0
1069092558993711106,??????? ??? ??? ?? ????? ?? ??????? ?? ???| #demonetisationdisaster https://t.co/Fmr5eGxozV,Ghulam mustafa,ghulam439,Sun Dec 02 04:55:03 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,1,0
1069094737645326336,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,aman ratia,aman_ratia,Sun Dec 02 05:03:42 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069096764165275648,"#modi ne Desh k kitne paise barbad kiye ?
#DemonetisationDisaster #GST #bandbajatamashe me Aiyashi mei
kitne paise LOOTE or kitne paise lootaye
Jo SwissBank me jama kiye woh hisab bhii BHARAT lenga
bhag mat Jana #modi jhole ki security checking baaki hai https://t.co/dtpYD50LyQ",??,Arrtteemis,Sun Dec 02 05:11:46 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,,1,5,0
1069097080461901824,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Syed H. Hashmi,SyedHHashmi,Sun Dec 02 05:13:01 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069097225186406401,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Nilasis Bose,NilasisBose,Sun Dec 02 05:13:36 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069097341129449480,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Aman,Aman12300021,Sun Dec 02 05:14:03 +0000 2018,0,0,English,Twitter Lite,Retweet,Photo,0,1,1
1069097913463304192,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Nikhil Bajwa,commo_nic_ation,Sun Dec 02 05:16:20 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069098245543129088,"Modi?s Agri Min admits that: 

263 million farmers were unable to buy fertilizers &amp; 1.38 lakh quintals of seeds remained unsold because of DEMONetisation.

While the Bhagidar is busy lying, his own Ministry admits to the ?bitter truth? about DeMo.

#DemonetisationDisaster https://t.co/4qO8ytKJgs",Kadirsolanki#CGYCSM,Kadirsolanki2,Sun Dec 02 05:17:39 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,0
1069098394268958722,"??????? I
???????? ?? ???? ??????? ?? ??? I
#DemonetisationDisaster https://t.co/oxl0sE5tlS",Kadirsolanki#CGYCSM,Kadirsolanki2,Sun Dec 02 05:18:14 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,1,0
1069098623139381248,"Never too late, but remember  @RahulGandhi said it first and everybody and their uncle chose not to hear. #DemonetisationDisaster https://t.co/WvFOVYmsVL",Om Prakash,omprakash1704,Sun Dec 02 05:19:09 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,1
1069098702294392832,?? ?? ????? ?????? ??????? ?????? ?????????? ?? ?? ?? ???? ?? ?? ???? ????? ??? ??? ??????? ?? ??? ?? ??? ???? ?? ???#DemonetisationDisaster #aainadikhao https://t.co/HcTQP4pss0,Gopal Salitra,GSalitra,Sun Dec 02 05:19:28 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,2,0
1069098831894073344,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Justice4All,fazalkhan369,Sun Dec 02 05:19:59 +0000 2018,0,0,English,Twitter for iPhone,Retweet,,1,1,0
1069098952765652992,"India can never forget the Black Day of horror Modi govt forced on the people.

#DestructionByDemonetisation #DemonetisationDisaster 

 https://t.co/7K4ks6hV6J",Kadirsolanki#CGYCSM,Kadirsolanki2,Sun Dec 02 05:20:27 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,2,0
1069099868923121669,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",YASHPAL MHASKAR,ypmhaskar,Sun Dec 02 05:24:06 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069100324110114816,"OP Rawat: ?Note ban had absolutely no impact on black money. During polls we seized a record amount? | 
Now, the former CEC also comments on  #DemonetisationDisaster. They develop spine after retirement.
@rkhuria @amitomsharma @gops333 @geetv79 @arunmsk https://t.co/FXlWJBKiJy",kitsharma,kitsharma,Sun Dec 02 05:25:54 +0000 2018,28,20,English,Twitter for Android,Tweet,,1,1,5
1069100933370437632,"OP Rawat: ?Note ban had absolutely no impact on black money. During polls we seized a record amount? | 
Now, the former CEC also comments on  #DemonetisationDisaster. They develop spine after retirement.
@rkhuria @amitomsharma @gops333 @geetv79 @arunmsk https://t.co/FXlWJBKiJy",RKHURIA,rkhuria,Sun Dec 02 05:28:20 +0000 2018,0,0,English,Twitter for iPhone,Retweet,,1,1,5
1069101616240844802,"Don't remind Indians of ATMs... memory at times takes you to diagonically opposite places.
#DemonetisationDisaster 
#Demonetisation 
#Chaukidaarhichorhai https://t.co/b8UGoEa0aM",fear and mongering in Neroland,zaxishi,Sun Dec 02 05:31:02 +0000 2018,0,0,English,Twitter Lite,Tweet,Photo,0,3,0
1069101781962104832,"OP Rawat: ?Note ban had absolutely no impact on black money. During polls we seized a record amount? | 
Now, the former CEC also comments on  #DemonetisationDisaster. They develop spine after retirement.
@rkhuria @amitomsharma @gops333 @geetv79 @arunmsk https://t.co/FXlWJBKiJy",Dhruv Rastogi,dhruvrastogi04,Sun Dec 02 05:31:42 +0000 2018,0,0,English,Twitter for iPhone,Retweet,,1,1,5
1069102183394787328,"OP Rawat: ?Note ban had absolutely no impact on black money. During polls we seized a record amount? | 
Now, the former CEC also comments on  #DemonetisationDisaster. They develop spine after retirement.
@rkhuria @amitomsharma @gops333 @geetv79 @arunmsk https://t.co/FXlWJBKiJy",AbhinandanChatterjee,Abhinandan1234,Sun Dec 02 05:33:18 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,5
1069102206295687168,?? ?? ????? ?????? ??????? ?????? ?????????? ?? ?? ?? ???? ?? ?? ???? ????? ??? ??? ??????? ?? ??? ?? ??? ???? ?? ???#DemonetisationDisaster #aainadikhao https://t.co/HcTQP4pss0,M.Danish Khan,1Mdkhan,Sun Dec 02 05:33:23 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,2,0
1069102375082827776,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,siva avis,avistwiter,Sun Dec 02 05:34:03 +0000 2018,0,0,English,Twitter for iPhone,Retweet,Photo,0,1,1
1069103364409937920,??????? ??? ??? ?? ????? ?? ??????? ?? ???| #demonetisationdisaster https://t.co/Fmr5eGxozV,Md shahid,Mdshahi15212143,Sun Dec 02 05:37:59 +0000 2018,0,0,Hindi,Twitter for iPhone,Retweet,Photo,0,1,0
1069103437290373120,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Tamanna,Tamanna_4,Sun Dec 02 05:38:17 +0000 2018,0,0,English,Twitter for iPhone,Retweet,Photo,0,1,1
1069105128504885248,"Before Modi banned Rs 500, Rs 1000 notes BJP was busy investing in real estate . So BJP could convert their cash into real estate. Only the common man had to suffer 
#DemonetisationDisaster 
https://t.co/k4IobFOlCW",AIPC Kochi,AipcKochi,Sun Dec 02 05:45:00 +0000 2018,8,3,English,TweetDeck,Tweet,,1,1,0
1069105342640836608,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Amit Kamble,amitkkamble,Sun Dec 02 05:45:51 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069106033052663809,?? ?? ????? ?????? ??????? ?????? ?????????? ?? ?? ?? ???? ?? ?? ???? ????? ??? ??? ??????? ?? ??? ?? ??? ???? ?? ???#DemonetisationDisaster #aainadikhao https://t.co/HcTQP4pss0,Pawan Yadav (Rewari),pawanjhawat,Sun Dec 02 05:48:35 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,2,0
1069106075901849601,"Propping up a corpse with sticks to prove it's alive and kicking somehow, doesn't work/can not work/will not work. #Modi's #GST is a total failure, his #DemonetisationDisaster is a scam to be investigated by the @INCIndia govt in 2019.??
https://t.co/h3x91VEXSL",NostradamusSez??INC?,nostradamuspeak,Sun Dec 02 05:48:46 +0000 2018,1,1,English,Twitter Web Client,Tweet,,1,3,1
1069106330508582914,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Madhavan S,MadhavanMadras,Sun Dec 02 05:49:46 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069106628291551233,?? ?? ????? ?????? ??????? ?????? ?????????? ?? ?? ?? ???? ?? ?? ???? ????? ??? ??? ??????? ?? ??? ?? ??? ???? ?? ???#DemonetisationDisaster #aainadikhao https://t.co/HcTQP4pss0,?? ?? ???? ?? ????????,Ajay27_INC,Sun Dec 02 05:50:57 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,2,0
1069107814319222786,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",manka,indosecular,Sun Dec 02 05:55:40 +0000 2018,0,0,English,Twitter for iPhone,Retweet,,1,1,0
1069108147720257536,??????? ??? ??? ?? ????? ?? ??????? ?? ???| #demonetisationdisaster https://t.co/Fmr5eGxozV,MILIND YEOLE,yeole_milind,Sun Dec 02 05:57:00 +0000 2018,0,0,Hindi,Twitter Lite,Retweet,Photo,0,1,0
1069110948445732865,"Today after a long time was missing old currency notes.

Appearance, paper, printing quality above all the DIGNITY of old Rs. 1000/500 notes is way way ahead of Rs. 2000/500 notes.

Purani notes ki apni ek shaan the jo nayi notes ki he hi nahi.

#DemonetisationDisaster https://t.co/tvQJKKaSCZ",Alamgir Rizvi,alamgirizvi,Sun Dec 02 06:08:07 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,0
1069111306853277696,"At this rate Ajay ""Beast "" will decide on the Family planning and such intimate stuff too. Next time, vote wisely for educated people, not goons in Saffron Robes. Side effects of #DemonetisationDisaster . https://t.co/5vkJ4LxX23",Ravi Naid Gorle,NaidGorle,Sun Dec 02 06:09:33 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069113870852091905,"?Demonetisation had no impact on black money,? says outgoing Chief Election Commissioner OP Rawat. 
#DemonetisationDisaster https://t.co/ZN0CwJJj6X via @scroll_in",Ashish Barua????,barua_ashish,Sun Dec 02 06:19:44 +0000 2018,0,0,English,Twitter for Android,Tweet,,1,1,1
1069113902305181702,"OP Rawat: ?Note ban had absolutely no impact on black money. During polls we seized a record amount? | 
Now, the former CEC also comments on  #DemonetisationDisaster. They develop spine after retirement.
@rkhuria @amitomsharma @gops333 @geetv79 @arunmsk https://t.co/FXlWJBKiJy",Khadim Hussain Dar,Khadim_Dar,Sun Dec 02 06:19:52 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,5
1069114201719762944,Chief Election Commissioner on #DemonetisationDisaster to @KhurafatiChopra https://t.co/N79K59dw9j,Irshad,iiirshaad,Sun Dec 02 06:21:03 +0000 2018,0,0,English,Twitter for Android,Retweet,Photo,0,1,1
1069115903470559232,?? ?? ????? ?????? ??????? ?????? ?????????? ?? ?? ?? ???? ?? ?? ???? ????? ??? ??? ??????? ?? ??? ?? ??? ???? ?? ???#DemonetisationDisaster #aainadikhao https://t.co/HcTQP4pss0,Ashish Singhai,ashish_singhai,Sun Dec 02 06:27:49 +0000 2018,0,0,Hindi,Twitter for Android,Retweet,Photo,0,2,0
1069116640615428096,"OP Rawat: ?Note ban had absolutely no impact on black money. During polls we seized a record amount? | 
Now, the former CEC also comments on  #DemonetisationDisaster. They develop spine after retirement.
@rkhuria @amitomsharma @gops333 @geetv79 @arunmsk https://t.co/FXlWJBKiJy",Gopi Shah ..,gops333,Sun Dec 02 06:30:45 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,5
1069116945759379456,"Recall all high value note from market. Rs 2000 , Rs 500, Rs 200
Then all black money will be wash off. @RBI #DemonetisationDisaster #Corrupcion https://t.co/jXkgvcY33i",nakul,dasnakul,Sun Dec 02 06:31:57 +0000 2018,1,0,English,Twitter for Android,Tweet,,1,2,1
1069117303487221760,"Before Modi banned Rs 500, Rs 1000 notes BJP was busy investing in real estate . So BJP could convert their cash into real estate. Only the common man had to suffer 
#DemonetisationDisaster 
https://t.co/k4IobFOlCW",George Kurian,GeorgekurianINC,Sun Dec 02 06:33:23 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069117322625867777,"""Demonetisation helped convert up to Rs 4 lakh crore of black money into white"" : P Chidambaram 
#DemonetisationDisaster 
https://t.co/GwoP7ROUKP",George Kurian,GeorgekurianINC,Sun Dec 02 06:33:27 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
1069117344125861888,"""Time To Punish Modi For Demonetisation Fiasco"" - Yashwant Sinha

Yes we have to punish him in the upcoming elections 

#DemonetisationDisaster 

https://t.co/ZCuMRjQeu5",George Kurian,GeorgekurianINC,Sun Dec 02 06:33:32 +0000 2018,0,0,English,Twitter for Android,Retweet,,1,1,0
